,auc,f1s,auc_pr
0,0.8762922932330828,0.7070707070707071,0.6595011990609139
1,0.9421296296296295,0.8181818181818182,0.6595011990609139
2,0.9020206766917294,0.7526881720430108,0.6595011990609139
3,0.89076278659612,0.74,0.6595011990609139
4,0.9229545454545455,0.8444444444444444,0.6595011990609139
5,0.9021415017619951,0.7228915662650602,0.6595011990609139
6,0.8843141642425599,0.7422680412371134,0.6595011990609139
7,0.9270454545454546,0.7472527472527473,0.6595011990609139
8,0.9273580121703854,0.7311827956989247,0.6595011990609139
9,0.9055286406383585,0.7397260273972602,0.6595011990609139
